,NC,source,feature,start,end,score,strand,frame,descr
67,NC_000001.11,BestRefSeq,CDS,99875154,99875256,.,+,1,"ID=cds-NP_000019.2;Parent=rna-NM_000028.2;Dbxref=CCDS:CCDS759.1,GeneID:178,Genbank:NP_000019.2,HGNC:HGNC:321,MIM:610860;Name=NP_000019.2;Note=isoform 1 is encoded by transcript variant 4;gbkey=CDS;gene=AGL;product=glycogen debranching enzyme isoform 1;protein_id=NP_000019.2"
68,NC_000001.11,BestRefSeq,CDS,99875358,99875455,.,+,0,"ID=cds-NP_000019.2;Parent=rna-NM_000028.2;Dbxref=CCDS:CCDS759.1,GeneID:178,Genbank:NP_000019.2,HGNC:HGNC:321,MIM:610860;Name=NP_000019.2;Note=isoform 1 is encoded by transcript variant 4;gbkey=CDS;gene=AGL;product=glycogen debranching enzyme isoform 1;protein_id=NP_000019.2"
69,NC_000001.11,BestRefSeq,CDS,99876458,99876597,.,+,1,"ID=cds-NP_000019.2;Parent=rna-NM_000028.2;Dbxref=CCDS:CCDS759.1,GeneID:178,Genbank:NP_000019.2,HGNC:HGNC:321,MIM:610860;Name=NP_000019.2;Note=isoform 1 is encoded by transcript variant 4;gbkey=CDS;gene=AGL;product=glycogen debranching enzyme isoform 1;protein_id=NP_000019.2"
70,NC_000001.11,BestRefSeq,CDS,99877641,99877828,.,+,2,"ID=cds-NP_000019.2;Parent=rna-NM_000028.2;Dbxref=CCDS:CCDS759.1,GeneID:178,Genbank:NP_000019.2,HGNC:HGNC:321,MIM:610860;Name=NP_000019.2;Note=isoform 1 is encoded by transcript variant 4;gbkey=CDS;gene=AGL;product=glycogen debranching enzyme isoform 1;protein_id=NP_000019.2"
71,NC_000001.11,BestRefSeq,CDS,99879923,99880046,.,+,0,"ID=cds-NP_000019.2;Parent=rna-NM_000028.2;Dbxref=CCDS:CCDS759.1,GeneID:178,Genbank:NP_000019.2,HGNC:HGNC:321,MIM:610860;Name=NP_000019.2;Note=isoform 1 is encoded by transcript variant 4;gbkey=CDS;gene=AGL;product=glycogen debranching enzyme isoform 1;protein_id=NP_000019.2"
72,NC_000001.11,BestRefSeq,CDS,99880632,99880795,.,+,2,"ID=cds-NP_000019.2;Parent=rna-NM_000028.2;Dbxref=CCDS:CCDS759.1,GeneID:178,Genbank:NP_000019.2,HGNC:HGNC:321,MIM:610860;Name=NP_000019.2;Note=isoform 1 is encoded by transcript variant 4;gbkey=CDS;gene=AGL;product=glycogen debranching enzyme isoform 1;protein_id=NP_000019.2"
73,NC_000001.11,BestRefSeq,CDS,99881076,99881177,.,+,0,"ID=cds-NP_000019.2;Parent=rna-NM_000028.2;Dbxref=CCDS:CCDS759.1,GeneID:178,Genbank:NP_000019.2,HGNC:HGNC:321,MIM:610860;Name=NP_000019.2;Note=isoform 1 is encoded by transcript variant 4;gbkey=CDS;gene=AGL;product=glycogen debranching enzyme isoform 1;protein_id=NP_000019.2"
74,NC_000001.11,BestRefSeq,CDS,99881292,99881447,.,+,0,"ID=cds-NP_000019.2;Parent=rna-NM_000028.2;Dbxref=CCDS:CCDS759.1,GeneID:178,Genbank:NP_000019.2,HGNC:HGNC:321,MIM:610860;Name=NP_000019.2;Note=isoform 1 is encoded by transcript variant 4;gbkey=CDS;gene=AGL;product=glycogen debranching enzyme isoform 1;protein_id=NP_000019.2"
75,NC_000001.11,BestRefSeq,CDS,99881541,99881691,.,+,0,"ID=cds-NP_000019.2;Parent=rna-NM_000028.2;Dbxref=CCDS:CCDS759.1,GeneID:178,Genbank:NP_000019.2,HGNC:HGNC:321,MIM:610860;Name=NP_000019.2;Note=isoform 1 is encoded by transcript variant 4;gbkey=CDS;gene=AGL;product=glycogen debranching enzyme isoform 1;protein_id=NP_000019.2"
76,NC_000001.11,BestRefSeq,CDS,99884120,99884244,.,+,2,"ID=cds-NP_000019.2;Parent=rna-NM_000028.2;Dbxref=CCDS:CCDS759.1,GeneID:178,Genbank:NP_000019.2,HGNC:HGNC:321,MIM:610860;Name=NP_000019.2;Note=isoform 1 is encoded by transcript variant 4;gbkey=CDS;gene=AGL;product=glycogen debranching enzyme isoform 1;protein_id=NP_000019.2"
77,NC_000001.11,BestRefSeq,CDS,99884339,99884451,.,+,0,"ID=cds-NP_000019.2;Parent=rna-NM_000028.2;Dbxref=CCDS:CCDS759.1,GeneID:178,Genbank:NP_000019.2,HGNC:HGNC:321,MIM:610860;Name=NP_000019.2;Note=isoform 1 is encoded by transcript variant 4;gbkey=CDS;gene=AGL;product=glycogen debranching enzyme isoform 1;protein_id=NP_000019.2"
78,NC_000001.11,BestRefSeq,CDS,99884569,99884703,.,+,1,"ID=cds-NP_000019.2;Parent=rna-NM_000028.2;Dbxref=CCDS:CCDS759.1,GeneID:178,Genbank:NP_000019.2,HGNC:HGNC:321,MIM:610860;Name=NP_000019.2;Note=isoform 1 is encoded by transcript variant 4;gbkey=CDS;gene=AGL;product=glycogen debranching enzyme isoform 1;protein_id=NP_000019.2"
79,NC_000001.11,BestRefSeq,CDS,99887978,99888108,.,+,1,"ID=cds-NP_000019.2;Parent=rna-NM_000028.2;Dbxref=CCDS:CCDS759.1,GeneID:178,Genbank:NP_000019.2,HGNC:HGNC:321,MIM:610860;Name=NP_000019.2;Note=isoform 1 is encoded by transcript variant 4;gbkey=CDS;gene=AGL;product=glycogen debranching enzyme isoform 1;protein_id=NP_000019.2"
80,NC_000001.11,BestRefSeq,CDS,99891220,99891356,.,+,2,"ID=cds-NP_000019.2;Parent=rna-NM_000028.2;Dbxref=CCDS:CCDS759.1,GeneID:178,Genbank:NP_000019.2,HGNC:HGNC:321,MIM:610860;Name=NP_000019.2;Note=isoform 1 is encoded by transcript variant 4;gbkey=CDS;gene=AGL;product=glycogen debranching enzyme isoform 1;protein_id=NP_000019.2"
81,NC_000001.11,BestRefSeq,CDS,99891606,99891739,.,+,0,"ID=cds-NP_000019.2;Parent=rna-NM_000028.2;Dbxref=CCDS:CCDS759.1,GeneID:178,Genbank:NP_000019.2,HGNC:HGNC:321,MIM:610860;Name=NP_000019.2;Note=isoform 1 is encoded by transcript variant 4;gbkey=CDS;gene=AGL;product=glycogen debranching enzyme isoform 1;protein_id=NP_000019.2"
82,NC_000001.11,BestRefSeq,CDS,99892432,99892607,.,+,1,"ID=cds-NP_000019.2;Parent=rna-NM_000028.2;Dbxref=CCDS:CCDS759.1,GeneID:178,Genbank:NP_000019.2,HGNC:HGNC:321,MIM:610860;Name=NP_000019.2;Note=isoform 1 is encoded by transcript variant 4;gbkey=CDS;gene=AGL;product=glycogen debranching enzyme isoform 1;protein_id=NP_000019.2"
83,NC_000001.11,BestRefSeq,CDS,99896286,99896388,.,+,2,"ID=cds-NP_000019.2;Parent=rna-NM_000028.2;Dbxref=CCDS:CCDS759.1,GeneID:178,Genbank:NP_000019.2,HGNC:HGNC:321,MIM:610860;Name=NP_000019.2;Note=isoform 1 is encoded by transcript variant 4;gbkey=CDS;gene=AGL;product=glycogen debranching enzyme isoform 1;protein_id=NP_000019.2"
84,NC_000001.11,BestRefSeq,CDS,99900636,99900861,.,+,1,"ID=cds-NP_000019.2;Parent=rna-NM_000028.2;Dbxref=CCDS:CCDS759.1,GeneID:178,Genbank:NP_000019.2,HGNC:HGNC:321,MIM:610860;Name=NP_000019.2;Note=isoform 1 is encoded by transcript variant 4;gbkey=CDS;gene=AGL;product=glycogen debranching enzyme isoform 1;protein_id=NP_000019.2"
85,NC_000001.11,BestRefSeq,CDS,99902683,99902794,.,+,0,"ID=cds-NP_000019.2;Parent=rna-NM_000028.2;Dbxref=CCDS:CCDS759.1,GeneID:178,Genbank:NP_000019.2,HGNC:HGNC:321,MIM:610860;Name=NP_000019.2;Note=isoform 1 is encoded by transcript variant 4;gbkey=CDS;gene=AGL;product=glycogen debranching enzyme isoform 1;protein_id=NP_000019.2"
86,NC_000001.11,BestRefSeq,CDS,99910712,99910847,.,+,2,"ID=cds-NP_000019.2;Parent=rna-NM_000028.2;Dbxref=CCDS:CCDS759.1,GeneID:178,Genbank:NP_000019.2,HGNC:HGNC:321,MIM:610860;Name=NP_000019.2;Note=isoform 1 is encoded by transcript variant 4;gbkey=CDS;gene=AGL;product=glycogen debranching enzyme isoform 1;protein_id=NP_000019.2"
87,NC_000001.11,BestRefSeq,CDS,99912405,99912517,.,+,1,"ID=cds-NP_000019.2;Parent=rna-NM_000028.2;Dbxref=CCDS:CCDS759.1,GeneID:178,Genbank:NP_000019.2,HGNC:HGNC:321,MIM:610860;Name=NP_000019.2;Note=isoform 1 is encoded by transcript variant 4;gbkey=CDS;gene=AGL;product=glycogen debranching enzyme isoform 1;protein_id=NP_000019.2"
88,NC_000001.11,BestRefSeq,CDS,99913527,99913738,.,+,2,"ID=cds-NP_000019.2;Parent=rna-NM_000028.2;Dbxref=CCDS:CCDS759.1,GeneID:178,Genbank:NP_000019.2,HGNC:HGNC:321,MIM:610860;Name=NP_000019.2;Note=isoform 1 is encoded by transcript variant 4;gbkey=CDS;gene=AGL;product=glycogen debranching enzyme isoform 1;protein_id=NP_000019.2"
89,NC_000001.11,BestRefSeq,CDS,99915389,99915486,.,+,0,"ID=cds-NP_000019.2;Parent=rna-NM_000028.2;Dbxref=CCDS:CCDS759.1,GeneID:178,Genbank:NP_000019.2,HGNC:HGNC:321,MIM:610860;Name=NP_000019.2;Note=isoform 1 is encoded by transcript variant 4;gbkey=CDS;gene=AGL;product=glycogen debranching enzyme isoform 1;protein_id=NP_000019.2"
90,NC_000001.11,BestRefSeq,CDS,99916410,99916497,.,+,1,"ID=cds-NP_000019.2;Parent=rna-NM_000028.2;Dbxref=CCDS:CCDS759.1,GeneID:178,Genbank:NP_000019.2,HGNC:HGNC:321,MIM:610860;Name=NP_000019.2;Note=isoform 1 is encoded by transcript variant 4;gbkey=CDS;gene=AGL;product=glycogen debranching enzyme isoform 1;protein_id=NP_000019.2"
91,NC_000001.11,BestRefSeq,CDS,99916598,99916731,.,+,0,"ID=cds-NP_000019.2;Parent=rna-NM_000028.2;Dbxref=CCDS:CCDS759.1,GeneID:178,Genbank:NP_000019.2,HGNC:HGNC:321,MIM:610860;Name=NP_000019.2;Note=isoform 1 is encoded by transcript variant 4;gbkey=CDS;gene=AGL;product=glycogen debranching enzyme isoform 1;protein_id=NP_000019.2"
92,NC_000001.11,BestRefSeq,CDS,99921534,99921651,.,+,1,"ID=cds-NP_000019.2;Parent=rna-NM_000028.2;Dbxref=CCDS:CCDS759.1,GeneID:178,Genbank:NP_000019.2,HGNC:HGNC:321,MIM:610860;Name=NP_000019.2;Note=isoform 1 is encoded by transcript variant 4;gbkey=CDS;gene=AGL;product=glycogen debranching enzyme isoform 1;protein_id=NP_000019.2"
93,NC_000002.12,BestRefSeq,mRNA,240868824,240880500,.,+,.,"ID=rna-NM_000030.3;Parent=gene-AGXT;Dbxref=Ensembl:ENST00000307503.4,GeneID:189,Genbank:NM_000030.3,HGNC:HGNC:341,MIM:604285;Name=NM_000030.3;gbkey=mRNA;gene=AGXT;product=alanine--glyoxylate and serine--pyruvate aminotransferase;tag=MANE Select;transcript_id=NM_000030.3"
94,NC_000002.12,BestRefSeq,exon,240868824,240869030,.,+,.,"ID=exon-NM_000030.3-1;Parent=rna-NM_000030.3;Dbxref=Ensembl:ENST00000307503.4,GeneID:189,Genbank:NM_000030.3,HGNC:HGNC:341,MIM:604285;gbkey=mRNA;gene=AGXT;product=alanine--glyoxylate and serine--pyruvate aminotransferase;tag=MANE Select;transcript_id=NM_000030.3"
95,NC_000002.12,BestRefSeq,exon,240869170,240869362,.,+,.,"ID=exon-NM_000030.3-2;Parent=rna-NM_000030.3;Dbxref=Ensembl:ENST00000307503.4,GeneID:189,Genbank:NM_000030.3,HGNC:HGNC:341,MIM:604285;gbkey=mRNA;gene=AGXT;product=alanine--glyoxylate and serine--pyruvate aminotransferase;tag=MANE Select;transcript_id=NM_000030.3"
96,NC_000002.12,BestRefSeq,exon,240870644,240870708,.,+,.,"ID=exon-NM_000030.3-3;Parent=rna-NM_000030.3;Dbxref=Ensembl:ENST00000307503.4,GeneID:189,Genbank:NM_000030.3,HGNC:HGNC:341,MIM:604285;gbkey=mRNA;gene=AGXT;product=alanine--glyoxylate and serine--pyruvate aminotransferase;tag=MANE Select;transcript_id=NM_000030.3"
97,NC_000002.12,BestRefSeq,exon,240871349,240871449,.,+,.,"ID=exon-NM_000030.3-4;Parent=rna-NM_000030.3;Dbxref=Ensembl:ENST00000307503.4,GeneID:189,Genbank:NM_000030.3,HGNC:HGNC:341,MIM:604285;gbkey=mRNA;gene=AGXT;product=alanine--glyoxylate and serine--pyruvate aminotransferase;tag=MANE Select;transcript_id=NM_000030.3"
98,NC_000002.12,BestRefSeq,exon,240872979,240873049,.,+,.,"ID=exon-NM_000030.3-5;Parent=rna-NM_000030.3;Dbxref=Ensembl:ENST00000307503.4,GeneID:189,Genbank:NM_000030.3,HGNC:HGNC:341,MIM:604285;gbkey=mRNA;gene=AGXT;product=alanine--glyoxylate and serine--pyruvate aminotransferase;tag=MANE Select;transcript_id=NM_000030.3"
99,NC_000002.12,BestRefSeq,exon,240873978,240874062,.,+,.,"ID=exon-NM_000030.3-6;Parent=rna-NM_000030.3;Dbxref=Ensembl:ENST00000307503.4,GeneID:189,Genbank:NM_000030.3,HGNC:HGNC:341,MIM:604285;gbkey=mRNA;gene=AGXT;product=alanine--glyoxylate and serine--pyruvate aminotransferase;tag=MANE Select;transcript_id=NM_000030.3"
100,NC_000002.12,BestRefSeq,exon,240875109,240875204,.,+,.,"ID=exon-NM_000030.3-7;Parent=rna-NM_000030.3;Dbxref=Ensembl:ENST00000307503.4,GeneID:189,Genbank:NM_000030.3,HGNC:HGNC:341,MIM:604285;gbkey=mRNA;gene=AGXT;product=alanine--glyoxylate and serine--pyruvate aminotransferase;tag=MANE Select;transcript_id=NM_000030.3"
101,NC_000002.12,BestRefSeq,exon,240875935,240876004,.,+,.,"ID=exon-NM_000030.3-8;Parent=rna-NM_000030.3;Dbxref=Ensembl:ENST00000307503.4,GeneID:189,Genbank:NM_000030.3,HGNC:HGNC:341,MIM:604285;gbkey=mRNA;gene=AGXT;product=alanine--glyoxylate and serine--pyruvate aminotransferase;tag=MANE Select;transcript_id=NM_000030.3"
102,NC_000002.12,BestRefSeq,exon,240877537,240877632,.,+,.,"ID=exon-NM_000030.3-9;Parent=rna-NM_000030.3;Dbxref=Ensembl:ENST00000307503.4,GeneID:189,Genbank:NM_000030.3,HGNC:HGNC:341,MIM:604285;gbkey=mRNA;gene=AGXT;product=alanine--glyoxylate and serine--pyruvate aminotransferase;tag=MANE Select;transcript_id=NM_000030.3"
103,NC_000002.12,BestRefSeq,exon,240878022,240878150,.,+,.,"ID=exon-NM_000030.3-10;Parent=rna-NM_000030.3;Dbxref=Ensembl:ENST00000307503.4,GeneID:189,Genbank:NM_000030.3,HGNC:HGNC:341,MIM:604285;gbkey=mRNA;gene=AGXT;product=alanine--glyoxylate and serine--pyruvate aminotransferase;tag=MANE Select;transcript_id=NM_000030.3"
104,NC_000002.12,BestRefSeq,exon,240878714,240880500,.,+,.,"ID=exon-NM_000030.3-11;Parent=rna-NM_000030.3;Dbxref=Ensembl:ENST00000307503.4,GeneID:189,Genbank:NM_000030.3,HGNC:HGNC:341,MIM:604285;gbkey=mRNA;gene=AGXT;product=alanine--glyoxylate and serine--pyruvate aminotransferase;tag=MANE Select;transcript_id=NM_000030.3"
105,NC_000002.12,BestRefSeq,CDS,240868866,240869030,.,+,0,"ID=cds-NP_000021.1;Parent=rna-NM_000030.3;Dbxref=CCDS:CCDS2543.1,Ensembl:ENSP00000302620.3,GeneID:189,Genbank:NP_000021.1,HGNC:HGNC:341,MIM:604285;Name=NP_000021.1;gbkey=CDS;gene=AGXT;product=serine--pyruvate aminotransferase;protein_id=NP_000021.1;tag=MANE Select"
106,NC_000002.12,BestRefSeq,CDS,240869170,240869362,.,+,0,"ID=cds-NP_000021.1;Parent=rna-NM_000030.3;Dbxref=CCDS:CCDS2543.1,Ensembl:ENSP00000302620.3,GeneID:189,Genbank:NP_000021.1,HGNC:HGNC:341,MIM:604285;Name=NP_000021.1;gbkey=CDS;gene=AGXT;product=serine--pyruvate aminotransferase;protein_id=NP_000021.1;tag=MANE Select"
107,NC_000002.12,BestRefSeq,CDS,240870644,240870708,.,+,2,"ID=cds-NP_000021.1;Parent=rna-NM_000030.3;Dbxref=CCDS:CCDS2543.1,Ensembl:ENSP00000302620.3,GeneID:189,Genbank:NP_000021.1,HGNC:HGNC:341,MIM:604285;Name=NP_000021.1;gbkey=CDS;gene=AGXT;product=serine--pyruvate aminotransferase;protein_id=NP_000021.1;tag=MANE Select"
108,NC_000002.12,BestRefSeq,CDS,240871349,240871449,.,+,0,"ID=cds-NP_000021.1;Parent=rna-NM_000030.3;Dbxref=CCDS:CCDS2543.1,Ensembl:ENSP00000302620.3,GeneID:189,Genbank:NP_000021.1,HGNC:HGNC:341,MIM:604285;Name=NP_000021.1;gbkey=CDS;gene=AGXT;product=serine--pyruvate aminotransferase;protein_id=NP_000021.1;tag=MANE Select"
109,NC_000002.12,BestRefSeq,CDS,240872979,240873049,.,+,1,"ID=cds-NP_000021.1;Parent=rna-NM_000030.3;Dbxref=CCDS:CCDS2543.1,Ensembl:ENSP00000302620.3,GeneID:189,Genbank:NP_000021.1,HGNC:HGNC:341,MIM:604285;Name=NP_000021.1;gbkey=CDS;gene=AGXT;product=serine--pyruvate aminotransferase;protein_id=NP_000021.1;tag=MANE Select"
110,NC_000002.12,BestRefSeq,CDS,240873978,240874062,.,+,2,"ID=cds-NP_000021.1;Parent=rna-NM_000030.3;Dbxref=CCDS:CCDS2543.1,Ensembl:ENSP00000302620.3,GeneID:189,Genbank:NP_000021.1,HGNC:HGNC:341,MIM:604285;Name=NP_000021.1;gbkey=CDS;gene=AGXT;product=serine--pyruvate aminotransferase;protein_id=NP_000021.1;tag=MANE Select"
111,NC_000002.12,BestRefSeq,CDS,240875109,240875204,.,+,1,"ID=cds-NP_000021.1;Parent=rna-NM_000030.3;Dbxref=CCDS:CCDS2543.1,Ensembl:ENSP00000302620.3,GeneID:189,Genbank:NP_000021.1,HGNC:HGNC:341,MIM:604285;Name=NP_000021.1;gbkey=CDS;gene=AGXT;product=serine--pyruvate aminotransferase;protein_id=NP_000021.1;tag=MANE Select"
112,NC_000002.12,BestRefSeq,CDS,240875935,240876004,.,+,1,"ID=cds-NP_000021.1;Parent=rna-NM_000030.3;Dbxref=CCDS:CCDS2543.1,Ensembl:ENSP00000302620.3,GeneID:189,Genbank:NP_000021.1,HGNC:HGNC:341,MIM:604285;Name=NP_000021.1;gbkey=CDS;gene=AGXT;product=serine--pyruvate aminotransferase;protein_id=NP_000021.1;tag=MANE Select"
113,NC_000002.12,BestRefSeq,CDS,240877537,240877632,.,+,0,"ID=cds-NP_000021.1;Parent=rna-NM_000030.3;Dbxref=CCDS:CCDS2543.1,Ensembl:ENSP00000302620.3,GeneID:189,Genbank:NP_000021.1,HGNC:HGNC:341,MIM:604285;Name=NP_000021.1;gbkey=CDS;gene=AGXT;product=serine--pyruvate aminotransferase;protein_id=NP_000021.1;tag=MANE Select"
114,NC_000002.12,BestRefSeq,CDS,240878022,240878150,.,+,0,"ID=cds-NP_000021.1;Parent=rna-NM_000030.3;Dbxref=CCDS:CCDS2543.1,Ensembl:ENSP00000302620.3,GeneID:189,Genbank:NP_000021.1,HGNC:HGNC:341,MIM:604285;Name=NP_000021.1;gbkey=CDS;gene=AGXT;product=serine--pyruvate aminotransferase;protein_id=NP_000021.1;tag=MANE Select"
115,NC_000002.12,BestRefSeq,CDS,240878714,240878821,.,+,0,"ID=cds-NP_000021.1;Parent=rna-NM_000030.3;Dbxref=CCDS:CCDS2543.1,Ensembl:ENSP00000302620.3,GeneID:189,Genbank:NP_000021.1,HGNC:HGNC:341,MIM:604285;Name=NP_000021.1;gbkey=CDS;gene=AGXT;product=serine--pyruvate aminotransferase;protein_id=NP_000021.1;tag=MANE Select"
116,NC_000004.12,BestRefSeq,mRNA,177430774,177442437,.,-,.,"ID=rna-NM_000027.4;Parent=gene-AGA;Dbxref=Ensembl:ENST00000264595.7,GeneID:175,Genbank:NM_000027.4,HGNC:HGNC:318,MIM:613228;Name=NM_000027.4;gbkey=mRNA;gene=AGA;product=aspartylglucosaminidase%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000027.4"
117,NC_000004.12,BestRefSeq,exon,177442249,177442437,.,-,.,"ID=exon-NM_000027.4-1;Parent=rna-NM_000027.4;Dbxref=Ensembl:ENST00000264595.7,GeneID:175,Genbank:NM_000027.4,HGNC:HGNC:318,MIM:613228;gbkey=mRNA;gene=AGA;product=aspartylglucosaminidase%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000027.4"
118,NC_000004.12,BestRefSeq,exon,177440273,177440426,.,-,.,"ID=exon-NM_000027.4-2;Parent=rna-NM_000027.4;Dbxref=Ensembl:ENST00000264595.7,GeneID:175,Genbank:NM_000027.4,HGNC:HGNC:318,MIM:613228;gbkey=mRNA;gene=AGA;product=aspartylglucosaminidase%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000027.4"
119,NC_000004.12,BestRefSeq,exon,177439576,177439688,.,-,.,"ID=exon-NM_000027.4-3;Parent=rna-NM_000027.4;Dbxref=Ensembl:ENST00000264595.7,GeneID:175,Genbank:NM_000027.4,HGNC:HGNC:318,MIM:613228;gbkey=mRNA;gene=AGA;product=aspartylglucosaminidase%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000027.4"
120,NC_000004.12,BestRefSeq,exon,177438745,177438857,.,-,.,"ID=exon-NM_000027.4-4;Parent=rna-NM_000027.4;Dbxref=Ensembl:ENST00000264595.7,GeneID:175,Genbank:NM_000027.4,HGNC:HGNC:318,MIM:613228;gbkey=mRNA;gene=AGA;product=aspartylglucosaminidase%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000027.4"
121,NC_000004.12,BestRefSeq,exon,177437405,177437519,.,-,.,"ID=exon-NM_000027.4-5;Parent=rna-NM_000027.4;Dbxref=Ensembl:ENST00000264595.7,GeneID:175,Genbank:NM_000027.4,HGNC:HGNC:318,MIM:613228;gbkey=mRNA;gene=AGA;product=aspartylglucosaminidase%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000027.4"
122,NC_000004.12,BestRefSeq,exon,177436276,177436351,.,-,.,"ID=exon-NM_000027.4-6;Parent=rna-NM_000027.4;Dbxref=Ensembl:ENST00000264595.7,GeneID:175,Genbank:NM_000027.4,HGNC:HGNC:318,MIM:613228;gbkey=mRNA;gene=AGA;product=aspartylglucosaminidase%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000027.4"
123,NC_000004.12,BestRefSeq,exon,177434382,177434489,.,-,.,"ID=exon-NM_000027.4-7;Parent=rna-NM_000027.4;Dbxref=Ensembl:ENST00000264595.7,GeneID:175,Genbank:NM_000027.4,HGNC:HGNC:318,MIM:613228;gbkey=mRNA;gene=AGA;product=aspartylglucosaminidase%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000027.4"
124,NC_000004.12,BestRefSeq,exon,177433214,177433347,.,-,.,"ID=exon-NM_000027.4-8;Parent=rna-NM_000027.4;Dbxref=Ensembl:ENST00000264595.7,GeneID:175,Genbank:NM_000027.4,HGNC:HGNC:318,MIM:613228;gbkey=mRNA;gene=AGA;product=aspartylglucosaminidase%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000027.4"
125,NC_000004.12,BestRefSeq,exon,177430774,177431808,.,-,.,"ID=exon-NM_000027.4-9;Parent=rna-NM_000027.4;Dbxref=Ensembl:ENST00000264595.7,GeneID:175,Genbank:NM_000027.4,HGNC:HGNC:318,MIM:613228;gbkey=mRNA;gene=AGA;product=aspartylglucosaminidase%2C transcript variant 1;tag=MANE Select;transcript_id=NM_000027.4"
126,NC_000004.12,BestRefSeq,CDS,177442249,177442375,.,-,0,"ID=cds-NP_000018.2;Parent=rna-NM_000027.4;Dbxref=CCDS:CCDS3829.1,Ensembl:ENSP00000264595.2,GeneID:175,Genbank:NP_000018.2,HGNC:HGNC:318,MIM:613228;Name=NP_000018.2;Note=isoform 1 preproprotein is encoded by transcript variant 1;gbkey=CDS;gene=AGA;product=N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase isoform 1 preproprotein;protein_id=NP_000018.2;tag=MANE Select"
127,NC_000004.12,BestRefSeq,CDS,177440273,177440426,.,-,2,"ID=cds-NP_000018.2;Parent=rna-NM_000027.4;Dbxref=CCDS:CCDS3829.1,Ensembl:ENSP00000264595.2,GeneID:175,Genbank:NP_000018.2,HGNC:HGNC:318,MIM:613228;Name=NP_000018.2;Note=isoform 1 preproprotein is encoded by transcript variant 1;gbkey=CDS;gene=AGA;product=N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase isoform 1 preproprotein;protein_id=NP_000018.2;tag=MANE Select"
128,NC_000004.12,BestRefSeq,CDS,177439576,177439688,.,-,1,"ID=cds-NP_000018.2;Parent=rna-NM_000027.4;Dbxref=CCDS:CCDS3829.1,Ensembl:ENSP00000264595.2,GeneID:175,Genbank:NP_000018.2,HGNC:HGNC:318,MIM:613228;Name=NP_000018.2;Note=isoform 1 preproprotein is encoded by transcript variant 1;gbkey=CDS;gene=AGA;product=N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase isoform 1 preproprotein;protein_id=NP_000018.2;tag=MANE Select"
129,NC_000004.12,BestRefSeq,CDS,177438745,177438857,.,-,2,"ID=cds-NP_000018.2;Parent=rna-NM_000027.4;Dbxref=CCDS:CCDS3829.1,Ensembl:ENSP00000264595.2,GeneID:175,Genbank:NP_000018.2,HGNC:HGNC:318,MIM:613228;Name=NP_000018.2;Note=isoform 1 preproprotein is encoded by transcript variant 1;gbkey=CDS;gene=AGA;product=N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase isoform 1 preproprotein;protein_id=NP_000018.2;tag=MANE Select"
130,NC_000004.12,BestRefSeq,CDS,177437405,177437519,.,-,0,"ID=cds-NP_000018.2;Parent=rna-NM_000027.4;Dbxref=CCDS:CCDS3829.1,Ensembl:ENSP00000264595.2,GeneID:175,Genbank:NP_000018.2,HGNC:HGNC:318,MIM:613228;Name=NP_000018.2;Note=isoform 1 preproprotein is encoded by transcript variant 1;gbkey=CDS;gene=AGA;product=N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase isoform 1 preproprotein;protein_id=NP_000018.2;tag=MANE Select"
131,NC_000004.12,BestRefSeq,CDS,177436276,177436351,.,-,2,"ID=cds-NP_000018.2;Parent=rna-NM_000027.4;Dbxref=CCDS:CCDS3829.1,Ensembl:ENSP00000264595.2,GeneID:175,Genbank:NP_000018.2,HGNC:HGNC:318,MIM:613228;Name=NP_000018.2;Note=isoform 1 preproprotein is encoded by transcript variant 1;gbkey=CDS;gene=AGA;product=N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase isoform 1 preproprotein;protein_id=NP_000018.2;tag=MANE Select"
132,NC_000004.12,BestRefSeq,CDS,177434382,177434489,.,-,1,"ID=cds-NP_000018.2;Parent=rna-NM_000027.4;Dbxref=CCDS:CCDS3829.1,Ensembl:ENSP00000264595.2,GeneID:175,Genbank:NP_000018.2,HGNC:HGNC:318,MIM:613228;Name=NP_000018.2;Note=isoform 1 preproprotein is encoded by transcript variant 1;gbkey=CDS;gene=AGA;product=N(4)-(beta-N-acetylglucosaminyl)-L-asparaginase isoform 1 preproprotein;protein_id=NP_000018.2;tag=MANE Select"
